name,program_number,model_type,lat,lon,address,phone,contract_type,school_district,boro,zip,levelofcare
"SHEPHERD HOLDINGS INC.",1602822,PP,40.67107690,-73.88235700,"984 SUTTER AVENUE. 1STFL BROOKLYN, NY 11208",,PP,19,BK,11208,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"NYCID @ P.S 59",1602823,PP,40.64778810,-74.08324970,"300 RICHMOND TERRACE STATEN ISLAND, NY 10301",(646) 457-5438,PP,31,SI,10301,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"KINGS BAY Y AT WINDSOR TERRACE",1602824,PP,40.65324920,-73.97655650,"1224 PROSPECT AVENUE 1 BROOKLYN, NY 11218",(718) 407-6377,PP,15,BK,11218,"[[1.0,0.0,0.0,0.0],[1.0,1.06,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,5.0,12.11,0.0]]"
"GREAT THINKER'S CENTER INC, AS",1602825,PP,40.61884310,-73.92469480,"5204 AVENUE N BROOKLYN, NY 11234",(347) 499-4235,PP,22,BK,11234,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"JONATHAN WILLIAMS DAYCARE CTR.",1602827,PP,40.70813050,-73.96061420,"321 ROEBLINGS STREET BROOKLYN, NY 11211",(718) 387-5011,PP,14,BK,11211,"[[0.0,0.0,0.0,0.0],[1.0,0.0,0.0,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"JOHN COOKER DAY CARE CENTER",1602828,PP,40.68546590,-73.91043350,"1375 BUSHWICK AVENUE BROOKLYN, NY 11207",,PP,32,BK,11207,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"CONEY ISLAND CHILD CARE CENTER",1602829,PP,40.57830040,-73.99930500,"2757  WEST 33RD STREET BROOKLYN, NY 11224",,PP,21,BK,11224,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MORNING STAR CENTER, INC",1602830,PP,40.72527520,-73.81068850,"75-43 PARSONS BOULEVARD FRESH MEADOWS, NY 11366",(718) 380-2586,PP,25,QN,11366,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KIDZ COUNTRY LEARNING DC CTR",1602831,PP,41.38411610,-73.72607710,"854 ROUTE 6 MAHOPAC, NY 10541",(845) 628-0281,PP,,PN,10541,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"EXCELSIOR CHILD CARE, INC",1602832,PP,40.68101130,-73.75306740,"133-16 SPRINGFIELD BOULEVAR SPRINGFLD GARDENS, NY 11413",(347) 626-7735,PP,29,QN,11413,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"LA PENINSULA COM HEAD START",1602834,GH,40.84473700,-73.89858920,"499 EAST 175 STREET BRONX, NY 10457",,FF,09,BX,10457,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"THE LEARNING TREE TUROTIAL    ",1602835,PP,40.75733390,-73.86541200,"103-02 NORTHERN BLVD CORONA, NY 11368",(718) 397-5446,PP,30,QN,11368,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"UNIKIDS INC",1602836,PP,40.54513420,-74.14269700,"3854 HYLAN BOULEVARD STATEN ISLAND, NY 10308",(718) 948-0122,PP,31,SI,10308,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"YESHIVA TOLDOS YESUSCHER",1602837,PP,40.62398150,-73.99509140,"1531 63RD STREET BROOKLYN, NY 11219",(917) 748-5639,PP,20,BK,11219,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.08,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"THE GODDARD SCHOOL",1602839,PP,40.23798300,-74.28866540,"230 SCHANCK ROAD FREEHOLD, NJ 07728",(732) 431-2555,PP,,OT,07728,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"FIVE STARS CHILD CARE 2",1602840,PP,40.57821080,-74.00291380,"3415 NEPTUNE AVENUE BROOKLYN, NY 11224",(718) 676-7610,PP,21,BK,11224,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"ACHIEVEMENT LAB, LLC",1602841,PP,40.81387510,-73.90019020,"660 FOX STREET BRONX, NY 10455",(917) 226-3469,PP,08,BX,10455,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"LITTLE FLOWER PREPARATORY SCH",1602842,PP,40.66993900,-73.94331190,"755 EASTERN PARKWAY 1FL BROOKLYN, NY 11213",(718) 342-0908,PP,17,BK,11213,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"BUILDING YOUNG PROFESSIONALS",1602843,PP,40.82811140,-73.91766120,"250 E.164TH STREET BRONX, NY 10456",,PP,09,BX,10456,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"WHDC CHRISTIAN ACADEMY",1602844,PP,40.60529400,-73.75141000,"1521 CENTRAL AVENUE FAR ROCKAWAY, NY 11691",(718) 337-5054,PP,27,QN,11691,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.08,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"GATEWAY CATHEDRAL, INC",1602845,PP,40.52296590,-74.23114430,"200 BOSCOMBE AVENUE STATEN ISLAND, NY 10309",(718) 966-8695,PP,31,SI,10309,"[[1.0,0.0,1.05,0.0],[1.0,1.06,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"HENRY STREET SETTLEMENT@P.S142",1602846,PP,40.71823020,-73.98408250,"100 ATTORNEY STREET NEW YORK, NY 10002",(212) 254-3100,PP,01,MN,10002,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"NIA AFTERSCHOOL PROGRAM@PS10R",1602847,PP,40.63972930,-74.07958210,"80 MONROE AVENUE STATEN ISLAND, NY 10301",(718) 236-5266,PP,31,SI,10301,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"PHYL'S ACADEMY",1602848,PP,40.64675970,-73.94368730,"3520 TILDEN AVENUE BROOKLYN, NY 11203",(718) 469-9400,PP,17,BK,11203,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.08,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"E. MIDWOOD HEBREW DAY SCHOOL",1602849,PP,40.62243330,-73.95496930,"1256 EAST 21 STREET BROOKLYN, NY 11210",(718) 253-1555,PP,22,BK,11210,"[[0.0,0.0,0.0,0.0],[1.0,0.0,0.0,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"A PLUS KIDZ ACADEMY",1602850,PP,40.64775120,-73.89423440,"10510 FLATLANDS AVENUE BROOKLYN, NY 11236",(718) 975-0266,PP,18,BK,11236,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.08,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MEVAKSHAI LASHEM",1602851,PP,40.63460800,-73.97307330,"550 OCEAN PARKWAY BROOKLYN, NY 11218",,PP,20,BK,11218,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0]]"
"BAIS YAAKOV FAIGEH SCHONBERGER",1602852,PP,40.64025470,-73.99129830,"1169 43RD STREET BROOKLYN, NY 11219",(718) 435-5111,PP,15,BK,11219,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"YOUNG RISERS INFANT-TOD PRGM",1602853,PP,40.64284420,-74.01587650,"402 56TH STREET BROOKLYN, NY 11220",(718) 439-4817,PP,20,BK,11220,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MARC ACADEMY & FAMILY HS",0160303,GH,40.86719510,-73.88442100,"2863 WEBSTER AVENUE BRONX, NY 10458",,FF,10,BX,10458,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"LIL GENIES CHILDCARE CTR. INC",1602855,PP,40.64637300,-73.99915040,"762 41ST STREET BROOKLYN, NY 11232",(718) 437-7247,PP,15,BK,11232,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"CHABAD LUBAVITCH OF BKLN HEIGH",1602857,PP,40.69406400,-73.99362450,"117 REMSEN STREET BROOKLYN, NY 11201",(718) 596-4840,PP,13,BK,11201,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BRIGHT BEES DAYCARE INC",1602858,PP,40.66237900,-73.98709900,"335 PROSPECT AVENUE BROOKLYN, NY 11215",(718) 576-3919,PP,15,BK,11215,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0]]"
"THE NURTURING CENTER, INC",1602859,PP,40.70488500,-73.74034900,"112-18 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11429",(718) 527-5932,PP,29,QN,11429,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.08,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"HANSTEPS",1602860,PP,40.65344180,-73.95588920,"110 LENOX ROAD, 1ST FL BROOKLYN, NY 11226",(646) 932-4778,PP,17,BK,11226,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"BRIGHT BEGINNINGS NYC.",1602861,PP,40.70877510,-74.00392090,"80 BEEKMAN STREET NEW YORK, NY 10038",(212) 233-1030,PP,02,MN,10038,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"TENDER TOTS SUGAR HILL LLC",1602862,PP,40.82754720,-73.93743400,"260 WEST 153RD STREET NEW YORK, NY 10039",(212) 388-6121,PP,05,MN,10039,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"STEPS TO SUCCESS IV, LLC",1602863,PP,40.59352890,-74.08694340,"171 BATH AVENUE STATEN ISLAND, NY 10305",(718) 979-4444,PP,31,SI,10305,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"WAVE CHILDCARE ",1602864,PP,40.57893390,-73.95326220,"104 WEST END AVENUE BROOKLYN, NY 11235",(718) 743-2416,PP,22,BK,11235,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"LITTLE PALS PRESCHOOL LTD",1602866,PP,41.29502900,-74.17279600,"121 HARRIMAN HEIGHTS RD MONROE , NY 10950",(845) 496-3763,PP,,OT,10950,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"CHERRY KIDS, INC@ #2",1602867,PP,40.80646300,-73.93964100,"1975 MADISON AVENUE NEW YORK, NY 10035",(212) 410-2627,PP,05,MN,10035,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"ALBUQUERQUE NURSERY SCHOOL",1602868,PP,35.09552400,-106.55134500,"1423 WYOMING BLVD ALBUQUERQUE, NM 87112",,PP,,OT,87112,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"YMCA BRONX SACC @PS 76",1602870,PP,40.86916440,-73.86090590,"900 ADEE AVENUE BRONX, NY 10469",(347) 736-2490,PP,11,BX,10469,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"ROYAL SPROUT PREP",1602871,PP,40.83951000,-73.83071900,"1363 GILLESPIE AVENUE BRONX, NY 10461",(917) 951-7429,PP,08,BX,10461,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"FIDELIS EARLY CHILDHOOD CTR",1602872,PP,40.82071140,-73.90119270,"890 PROSPECT AVENUE BRONX, NY 10459",(917) 642-7340,PP,08,BX,10459,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"NIA COMMUNITY SERVICES NETWORK",1602873,PP,40.71976920,-73.94796810,"424 LEONARD STREET BROOKLYN, NY 11222",(718) 236-5266,PP,14,BK,11222,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"YESHIVATH KEHILATH YAKOV",1602874,PP,40.64007840,-73.99792680,"4706 10TH AVENUE BROOKLYN, NY 11219",(718) 963-1212,PP,20,BK,11219,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"YESHIVA KEHILATH YAKOV",1602875,PP,40.70466480,-73.95217610,"68  HARRISON AVENUE BROOKLYN, NY 11211",(718) 963-1212,PP,14,BK,11211,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"YESHIVATH KEHILATH YAKOV",1602876,PP,40.70691270,-73.95970530,"206 WILSON STREET BROOKLYN, NY 11211",(718) 963-1212,PP,14,BK,11211,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"SUNFLOWER AT RED HOOK, INC",1602877,PP,40.67869400,-74.01352700,"4654 SULLIVAN STREET BROOKLYN, NY 11231",(347) 241-3771,PP,15,BK,11231,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0]]"
"EVEREST WORLD CLASS TAEKWONDO ",1602878,PP,39.38763980,-76.50905650,"8631 WALTHER BLVD PARKVILLE , MD 21236",,PP,,OT,21236,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"TENDER TOTS BUSHWICK LLC",1602879,PP,40.70096210,-73.93965640,"810 FLUSHING AVENUE BROOKLYN, NY 11206",(718) 298-3944,PP,14,BK,11206,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"LITTLE SCHOLARS LRNING CTR III",1602880,PP,40.57893390,-73.95326220,"104 WEST END AVENUE BROOKLYN, NY 11235",,PP,22,BK,11235,"[[1.0,0.0,1.11,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0]]"
"A2Z HAPPYLAND II, LLC",1602881,PP,40.60936700,-73.95373800,"2148 OCEAN AVENUE BROOKLYN, NY 11229",(718) 998-7744,PP,22,BK,11229,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"THE MAPLE SCHOOL SCHOOL",1602882,PP,40.65773500,-73.96093500,"626 FLATBUSH AVENUE BROOKLYN, NY 11225",(718) 282-3496,PP,17,BK,11225,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"THE JEWEL OF HARLEM CENTERS",1602883,PP,40.83413780,-73.94144850,"1990-1996 AMSTERDAM AVENUE NEW YORK, NY 10032",(212) 234-1036,PP,06,MN,10032,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"THE ITSY BITSY DAYCARE",1602884,PP,40.57171110,-74.09161750,"613 MIDLAND AVENUE STATEN ISLAND, NY 10306",(718) 980-0888,PP,31,SI,10306,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"YOUNG RISERS INFANT-TODDLER ",1602885,PP,40.64283200,-74.01588900,"5601 4TH AVENUE BROOKLYN, NY 11220",(718) 439-4817,PP,20,BK,11220,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.11,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0]]"
"NEW BEGINNINGS MONTESSORI SCHL",1602886,PP,41.45008090,-74.40922420,"33 ALBERT STREET MIDDLETOWN, NY 10940",(845) 342-0051,PP,,OT,10940,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"CHLDREN OF AMERICA NYACK",1602887,PP,41.09936440,-73.92585370,"265 NORTH HIGHLAND AVE NYACK, NY 10960",(845) 348-1433,PP,,RC,10960,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"ROYAL STAR",1602889,PP,40.58621560,-73.94641480,"116 DOOLEY STREET BROOKLYN, NY 11235",(646) 460-9770,PP,22,BK,11235,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"NEW DISCOVERIES LRNING ACADEMY",1602890,PP,40.82388900,-73.89908800,"866 EAST 165 STREET BRONX, NY 10459",(718) 542-2100,PP,12,BX,10459,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"MAKING A DIFFERENCE CENTER",1602891,PP,40.65264900,-73.91116130,"670 ROCKAWAY PARKWAY BROOKLYN, NY 11236",(718) 484-8110,PP,18,BK,11236,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.08,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"THE LEARNING EXPERIENCE ",1602892,PP,40.85726590,-73.08375740,"10 HOLBROOK ROAD CENTEREACH, NY 11720",(631) 285-7969,PP,,SF,11720,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"NEW DISCOVERY MONTESSORI CTR",1602893,PP,46.84013400,-100.72265230,"3105 SHERIDAN CIRCLE BISMARCK, ND 58503",,PP,,OT,58503,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KIDZ WORLD EARLY CHILDHOOD CTR",1602894,PP,40.68756100,-73.78441800,"122-01 GUY R BREWER BLVD JAMAICA, NY 11434",(646) 670-7582,PP,28,QN,11434,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"XPOSURE FOUNDATION, INC.@K599",1602895,PP,40.68064020,-73.91079330,"251 MACDOUGAL STREET BROOKLYN, NY 11233",,PP,23,BK,11233,"[[0.0,0.0,0.0,2.0],[1.0,0.0,0.0,2.0],[1.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"HANDS THAT MAKE A DIFFERENCE ",1602896,PP,40.82766880,-73.93722020,"263 WEST 153RD STREET NEW YORK, NY 10039",(646) 922-7997,PP,05,MN,10039,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"KENDRICKS DAYCARE LLC",1602897,PP,40.79534420,-73.94515550,"123 EAST 110 STREET NEW YORK, NY 10029",(917) 446-7215,PP,04,MN,10029,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KIPS BAY BOYS & GIRLS CLUB",1602898,PP,40.84051550,-73.89127140,"785 CROTONA PARK N. BRONX, NY 10460",,PP,12,BX,10460,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"UNITED ACADEMY-SKILLMAN",1602899,PP,40.69121450,-73.95644290,"232 SKILLMAN STREET BROOKLYN, NY 11205",,PP,13,BK,11205,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"STEPS TO SUCCESS V LLC",1602900,PP,40.58064830,-73.96612700,"360 NEPTUNE AVENUE BROOKLYN, NY 11235",(718) 513-4333,PP,21,BK,11235,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"BAY ONE PRESCHOOL",1602901,PP,40.63405590,-74.02697730,"7106 3 AVENUE BROOKLYN, NY 11209",(347) 603-6129,PP,20,BK,11209,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"TENDER TOTS SUGAR HILL LLC",1602902,PP,40.82739690,-73.93823660,"2854 FREDERICK DOUGLAS  NEW YORK, NY 10039",(212) 388-6121,PP,05,MN,10039,"[[1.0,0.0,2.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0]]"
"TENDER TOTS CHILD CARE CENTER",1602903,PP,40.82620120,-73.91503510,"924 TELLER AVENUE BRONX, NY 10451",(718) 298-3930,PP,09,BX,10451,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"KIDZ KORNER INC.",1602904,PP,40.61896700,-73.91755300,"2422 RALPH AVENUE BROOKLYN, NY 11234",(718) 676-5200,PP,22,BK,11234,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"VARIETY BOYS & GIRLS CLUB OF ",1602905,PP,40.76840570,-73.92815850,"21-12 30TH ROAD LONG ISLAND CITY, NY 11102",(718) 726-0946,PP,30,QN,11102,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"ACADEMIC EXPLORERS, LLC",1602906,PP,40.68036710,-73.59122100,"18 WHITEHOUSE AVENUE ROOSEVELT, NY 11575",(516) 378-5656,PP,,NA,11575,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"JIL'S HOMEWORK CENTER, INC",1602907,PP,40.84889200,-73.88992050,"647 EAST 180TH STREET BRONX, NY 10457",(646) 232-3686,PP,12,BX,10457,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"THE LEARNING EXPERIENCE",1602908,PP,40.88064520,-73.91040260,"3210 RIVERDALE AVENUE BRONX, NY 10463",,PP,10,BX,10463,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"HAPPY TOTS CHILD CARE, INC",1602909,PP,41.31281300,-73.91702700,"18 RADIO TERRACE CORTLANDT, NY 10567",(914) 737-7900,PP,,WC,10567,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"EARLY BIRD II EDUCATIONAL CTR",1602911,PP,40.70513520,-73.79922380,"90-05 161 STREET JAMAICA, NY 11435",(718) 739-0884,PP,28,QN,11435,"[[0.0,0.0,0.0,1.0],[0.0,0.0,0.0,1.0],[1.0,3.0,5.11,1.0],[1.0,6.0,12.11,1.0]]"
"KINGS POINTE TALENT INC",1602913,PP,40.61129680,-73.97908950,"1457 WEST 5 STREET BROOKLYN, NY 11204",(718) 232-8686,PP,21,BK,11204,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"WORLDTOTS LLC",1602914,PP,40.63050780,-74.01444730,"6813 8TH AVENUE BROOKLYN, NY 11220",,PP,20,BK,11220,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"NESHAMA PRESCHOOL",1602915,PP,40.60898490,-73.97149670,"431 AVENUE P BROOKLYN, NY 11223",,PP,21,BK,11223,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BRONX BAPTIST SUMMER DAY CAMP",1602917,PP,40.85981120,-73.89542220,"331 EAST 187 STREET BRONX, NY 10458",(718) 933-4095,PP,10,BX,10458,"[[0.0,0.0,0.0,1.0],[0.0,0.0,0.0,1.0],[1.0,0.0,0.0,1.0],[0.0,6.0,12.11,1.0]]"
"HEBREW CTR FOR DEV. LEARNING",1602918,PP,40.63786240,-73.98596430,"1377 42ND STREET BROOKLYN, NY 11219",(718) 438-3061,PP,20,BK,11219,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"WE R EXPLORERS LLC",1602920,PP,40.59763510,-74.07573010,"990 HYLAN BLVD STATEN ISLAND, NY 10305",(646) 883-0990,PP,31,SI,10305,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
